# [Jun 17, 2019] Downloaded from https://www.genome.jp/kegg-bin/show_organism?category=Prokaryotes
# 
org_id	org_code	org_name
T02889	spas	Staphylococcus pasteuri
T03248	sxy	Staphylococcus xylosus HKUOPL8
T03311	sxl	Staphylococcus xylosus SMQ-121
T03742	sxo	Staphylococcus xylosus C2a
T03578	shu	Staphylococcus hyicus
T03970	scap	Staphylococcus capitis
T04012	ssch	Staphylococcus schleiferi 1360-13
T04520	sscz	Staphylococcus schleiferi 2317-03
T04155	sagq	Staphylococcus agnetis
T04160	seqo	Staphylococcus equorum
T04303	ssif	Staphylococcus simulans
T04648	scv	Staphylococcus condimenti
T04943	spet	Staphylococcus pettenkoferi
T04991	slz	Staphylococcus lutrae
T05008	scoh	Staphylococcus cohnii
T05176	sscu	Staphylococcus sciuri
T05272	snl	Staphylococcus nepalensis
T05401	skl	Staphylococcus kloosii
T05459	sfq	Staphylococcus felis
T00848	mcl	Macrococcus caseolyticus
T04838	mcak	Macrococcus canis
T05070	macr	Macrococcus sp. IME1552
T03940	shv	Salinicoccus halodurans
T04690	sbac	Auricoccus indicus
T00066	lmo	Listeria monocytogenes EGD-e (serotype 1/2a)
T01157	lmn	Listeria monocytogenes 08-5578 (serotype 1/2a)
T01164	lmy	Listeria monocytogenes 08-5923 (serotype 1/2a)
T01984	lmt	Listeria monocytogenes 10403S (serotype 1/2a)
T02223	lmoc	Listeria monocytogenes SLCC5850 (serotype 1/2a)
T02512	lmoe	Listeria monocytogenes La111 (serotype 1/2a)
T02513	lmob	Listeria monocytogenes N53-1 (serotype 1/2a)
T02872	lmod	Listeria monocytogenes EGD (serotype 1/2a)
T03114	lmow	Listeria monocytogenes WSLC1001 (serotype 1/2a)
T03159	lmoq	Listeria monocytogenes 6179 (serotype 1/2a)
T03180	lmr	Listeria monocytogenes R479a (serotype 1/2a)
T03479	lmom	Listeria monocytogenes Lm60 (serotype 1/2a)
T00174	lmf	Listeria monocytogenes F2365 (serotype 4b)
T00898	lmc	Listeria monocytogenes CLIP 80459 (serotype 4b)
T02416	lmog	Listeria monocytogenes serotype 4b LL195
T02040	lmp	Listeria monocytogenes 07PF0776 (serotype 4b)
T02247	lmol	Listeria monocytogenes L312 (serotype 4b)
T02776	lmoj	Listeria monocytogenes J1816 (serotype 4b)
T02801	lmoz	Listeria monocytogenes J1-220 (serotype 4b)
T03151	lmox	Listeria monocytogenes WSLC1042 (serotype 4b)
T00801	lmh	Listeria monocytogenes HCC23 (serotype 4a)
T01988	lmq	Listeria monocytogenes M7 (serotype 4a)
T01989	lml	Listeria monocytogenes L99 (serotype 4a)
T01985	lmg	Listeria monocytogenes FSL R2-561
T01986	lms	Listeria monocytogenes Finland 1998
T01987	lmj	Listeria monocytogenes J0161
T02219	lmw	Listeria monocytogenes SLCC2755 (serotype 1/2b)
T02220	lmx	Listeria monocytogenes SLCC2372 (serotype 1/2c)
T02221	lmz	Listeria monocytogenes serotype 7 SLCC2482
T02222	lmon	Listeria monocytogenes SLCC2376 (serotype 4c)
T02224	lmos	Listeria monocytogenes SLCC7179 (serotype 3a)
T02240	lmoo	Listeria monocytogenes SLCC2378 (serotype 4e)
T02241	lmoy	Listeria monocytogenes SLCC2479 (serotype 3c)
T02242	lmot	Listeria monocytogenes SLCC2540 (serotype 3b)
T02239	lmoa	Listeria monocytogenes ATCC 19117 (serotype 4d)
T03477	lmok	Listeria monocytogenes NE dc2014
T03478	lmv	Listeria monocytogenes CFSAN006122
T00067	lin	Listeria innocua (serotype 6a)
T00422	lwe	Listeria welshimeri
T01184	lsg	Listeria seeligeri
T01623	liv	Listeria ivanovii subsp. ivanovii PAM 55
T03400	lii	Listeria ivanovii subsp. ivanovii WSLC 3010
T03045	liw	Listeria ivanovii WSLC3009
T03401	lia	Listeria ivanovii subsp. londoniensis WSLC 30167
T03402	lio	Listeria ivanovii subsp. londoniensis WSLC 30151
T05637	lwi	Listeria weihenstephanensis
T05089	bths	Brochothrix thermosphacta
T00687	esi	Exiguobacterium sibiricum
T00897	eat	Exiguobacterium sp. AT1b
T02258	ean	Exiguobacterium antarcticum
T02903	exm	Exiguobacterium sp. MH3
T04561	exu	Exiguobacterium sp. U13-1
T04256	got	Gemella sp. oral taxon 928
T05494	gmo	Gemella morbillorum
T05584	geq	Gemella sp. ND 6198
T00879	bbe	Brevibacillus brevis
T03762	blr	Brevibacillus laterosporus
T04939	bfm	Brevibacillus formosus
T05855	bagr	Brevibacillus agri
T00977	pjd	Paenibacillus sp. JDR-2
T01100	gym	Paenibacillus sp. Y412MC10
T01319	ppy	Paenibacillus polymyxa E681
T01335	ppm	Paenibacillus polymyxa SC2
T01968	ppo	Paenibacillus polymyxa M1
T02956	ppol	Paenibacillus polymyxa CR1
T03178	ppq	Paenibacillus polymyxa SQR-21
T03812	ppoy	Paenibacillus polymyxa Sb3-1
T01550	pms	Paenibacillus mucilaginosus KNP414
T01757	pmq	Paenibacillus mucilaginosus 3016
T02041	pmw	Paenibacillus mucilaginosus K02
T01668	pta	Paenibacillus terrae
T02963	plv	Paenibacillus larvae
T03064	psab	Paenibacillus sabinae
T03297	pdu	Paenibacillus durus
T03324	pbd	Paenibacillus borealis
T03325	pgm	Paenibacillus graminis
T03326	pod	Paenibacillus odorifer
T03332	paen	Paenibacillus sp. FSL P4-0081
T03333	paef	Paenibacillus sp. FSL R5-0345
T03334	paeq	Paenibacillus sp. FSL R5-0912
T03335	pste	Paenibacillus stellifer
T03356	paea	Paenibacillus sp. FSL R7-0273
T03357	paee	Paenibacillus sp. FSL R7-0331
T03358	paeh	Paenibacillus sp. FSL H7-0357
T03359	paej	Paenibacillus sp. FSL H7-0737
T03802	pbj	Paenibacillus beijingensis
T03836	pih	Paenibacillus sp. IHBB 10380
T03849	pri	Paenibacillus riograndensis
T04053	ppeo	Paenibacillus peoriae
T04167	pnp	Paenibacillus naphthalenovorans
T04219	pow	Paenibacillus sp. 32O-W
T04407	pbv	Paenibacillus bovis
T04676	pxl	Paenibacillus xylanexedens
T04810	pyg	Paenibacillus yonginensis
T04884	pswu	Paenibacillus swuensis
T04971	pdh	Paenibacillus donghaensis
T05154	pib	Paenibacillus ihbetae
T05196	pcx	Paenibacillus crassostreae
T05249	pkb	Paenibacillus kribbensis
T05348	paih	Paenibacillus sp. IHB B 3084
T05385	pvo	Paenibacillus vortex
T05701	plw	Paenibacillus lautus
T05914	plen	Paenibacillus lentus
T02394	tco	Thermobacillus composti
T04247	anx	Aneurinibacillus sp. XH2
T05174	asoc	Aneurinibacillus soli
T05696	coh	Cohnella sp. 18JY8-7
T05979	cohn	Cohnella sp. HS21
T00985	aac	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
T01821	aad	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1
T01220	bts	Kyrpidia tusciae
T05215	kyr	Kyrpidia spormannii
T04874	tum	Tumebacillus avium
T04994	tab	Tumebacillus algifaecis
T02162	siv	Solibacillus silvestris StLB046
T04506	ssil	Solibacillus silvestris DSM 12223
T05144	sob	Solibacillus sp. R5-41
T03510	pln	Planococcus sp. PAMC 21323
T04200	pku	Planococcus kocurii
T04201	prt	Planococcus rifietoensis
T04421	pll	Planococcus versutus
T04428	pana	Planococcus antarcticus
T04451	pdg	Planococcus donghaensis
T04473	phc	Planococcus halocryophilus
T04763	pmar	Planococcus maritimus
T04812	ppla	Planococcus plakortidis
T04955	pfae	Planococcus faecalis
T05387	plx	Planococcus sp. MB-3u-03
T03570	jeo	Jeotgalibacillus malaysiensis
T04250	kur	Kurthia sp. 11kri321
T05934	kzo	Kurthia zopfii
T04327	spsy	Sporosarcina psychrophila
T04790	spor	Sporosarcina sp. P33
T04826	spop	Sporosarcina sp. P37
T04877	sure	Sporosarcina ureae
T05572	spos	Sporosarcina sp. PTS2304
T04369	rst	Rummeliibacillus stabekisii
T05647	paek	Paenisporosarcina sp. K2R23-3
T05927	panc	Paenisporosarcina antarctica
T04694	ntr	Novibacillus thermophilus
T05304	lfb	Laceyella sacchari
T05864	tvu	Thermoactinomyces vulgaris
T00045	lla	Lactococcus lactis subsp. lactis Il1403
T01141	llk	Lactococcus lactis subsp. lactis KF147
T01964	llt	Lactococcus lactis subsp. lactis CV56
T02485	lls	Lactococcus lactis subsp. lactis IO-1
T02882	lld	Lactococcus lactis subsp. lactis KLDS 4.0325
T03437	llx	Lactococcus lactis subsp. lactis NCDO 2118
T00420	llc	Lactococcus lactis subsp. cremoris SK11
T00475	llm	Lactococcus lactis subsp. cremoris MG1363
T01965	llr	Lactococcus lactis subsp. cremoris A76
T02131	lln	Lactococcus lactis subsp. cremoris NZ9000
T02415	lli	Lactococcus lactis subsp. cremoris UC509.9
T02848	llw	Lactococcus lactis subsp. cremoris KW2
T03480	llj	Lactococcus lactis AI06
T01618	lgr	Lactococcus garvieae ATCC 49156
T01963	lgv	Lactococcus garvieae Lg2
T03909	lpk	Lactococcus piscium
T05231	lrn	Lactococcus raffinolactis
T05686	lact	Lactococcus sp. 1JSPR-7
T00050	spy	Streptococcus pyogenes M1 GAS (serotype M1)
T00262	spz	Streptococcus pyogenes MGAS5005 (serotype M1)
T02499	spym	Streptococcus pyogenes M1 476 (serotype M1)
T02335	spya	Streptococcus pyogenes A20 (serotype M1)
T00079	spm	Streptococcus pyogenes MGAS8232 (serotype M18)
T00089	spg	Streptococcus pyogenes MGAS315 (serotype M3)
T00119	sps	Streptococcus pyogenes SSI-1 (serotype M3)
T00355	sph	Streptococcus pyogenes MGAS10270 (serotype M2)
T00356	spi	Streptococcus pyogenes MGAS10750 (serotype M4)
T00357	spj	Streptococcus pyogenes MGAS2096 (serotype M12)
T00358	spk	Streptococcus pyogenes MGAS9429 (serotype M12)
T00497	spf	Streptococcus pyogenes Manfredo (serotype M5)
T00191	spa	Streptococcus pyogenes MGAS10394 (serotype M6)
T00263	spb	Streptococcus pyogenes MGAS6180 (serotype M28)
T01794	stg	Streptococcus pyogenes MGAS15252 (serotype M59)
T02062	stx	Streptococcus pyogenes MGAS1882 (serotype M59)
T00780	soz	Streptococcus pyogenes NZ131 (serotype M49)
T02019	stz	Streptococcus pyogenes Alab49 (serotype M53)
T02743	spyh	Streptococcus pyogenes HSC5 (serotype M14)
T03472	spyo	Streptococcus pyogenes STAB901 (serotype M44)
T00057	spn	Streptococcus pneumoniae TIGR4 (virulent serotype 4)
T00413	spd	Streptococcus pneumoniae D39 (virulent serotype 2)
T00060	spr	Streptococcus pneumoniae R6 (avirulent serotype 2)
T00690	spw	Streptococcus pneumoniae CGSP14 (serotype 14)
T00873	sjj	Streptococcus pneumoniae JJA (serotype 14)
T02073	snv	Streptococcus pneumoniae INV200 (serotype 14)
T00734	spx	Streptococcus pneumoniae G54 (serotype 19F)
T00875	snt	Streptococcus pneumoniae Taiwan19F-14 (serotype 19F)
T02087	snd	Streptococcus pneumoniae ST556 (serotype 19F)
T02890	spnn	Streptococcus pneumoniae A026 (serotype 19F)
T00843	sne	Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage)
T00658	spv	Streptococcus pneumoniae Hungary19A 6 (serotype 19A)
T01259	snc	Streptococcus pneumoniae TCH8431/19A (serotype 19A)
T00872	snm	Streptococcus pneumoniae 70585 (serotype 5)
T00874	spp	Streptococcus pneumoniae P1031 (serotype 1)
T02072	sni	Streptococcus pneumoniae INV104 (serotype 1)
T02334	spng	Streptococcus pneumoniae gamPNI0373 (virulent serotype 1)
T01308	snb	Streptococcus pneumoniae 670-6B (serotype 6B)
T01309	snp	Streptococcus pneumoniae AP200 (serotype 11A)
T02074	snx	Streptococcus pneumoniae OXC141 (serotype 3)
T02245	snu	Streptococcus pneumoniae SPNA45 (serotype 3)
T02628	spne	Streptococcus pneumoniae SPN034156 (serotype 3)
T02629	spnu	Streptococcus pneumoniae SPN034183 (serotype 3)
T02630	spnm	Streptococcus pneumoniae SPN994038 (serotype 3)
T02631	spno	Streptococcus pneumoniae SPN994039 (serotype 3)
T00091	sag	Streptococcus agalactiae 2603 (serotype V)
T00104	san	Streptococcus agalactiae NEM316 (serotype III)
T00278	sak	Streptococcus agalactiae A909 (serotype Ia)
T02248	sgc	Streptococcus agalactiae GD201008-001 (serotype Ia)
T02338	sags	Streptococcus agalactiae SA20
T02656	sagl	Streptococcus agalactiae 2-22 (serotype Ib)
T02703	sagm	Streptococcus agalactiae 09mas018883
T02704	sagi	Streptococcus agalactiae ILRI005
T02705	sagr	Streptococcus agalactiae ILRI112
T03183	sagp	Streptococcus agalactiae 138P
T03383	sagc	Streptococcus agalactiae 138spar
T03434	sagt	Streptococcus agalactiae COH1
T03516	sage	Streptococcus agalactiae NGBS061
T03517	sagg	Streptococcus agalactiae NGBS572
T03518	sagn	Streptococcus agalactiae CNCTC 10/84
T00100	smu	Streptococcus mutans UA159 (serotype c)
T01185	smc	Streptococcus mutans NN2025 (serotype c)
T02185	smut	Streptococcus mutans GS-5 (serotype c)
T02086	smj	Streptococcus mutans LJ23 (serotype k)
T03797	smua	Streptococcus mutans UA159-FR
T00212	stc	Streptococcus thermophilus CNRZ1066
T00213	stl	Streptococcus thermophilus LMG 18311
T00414	ste	Streptococcus thermophilus LMD-9
T01978	stn	Streptococcus thermophilus ND03
T02026	stu	Streptococcus thermophilus JIM 8232
T02116	stw	Streptococcus thermophilus MN-ZLW-002
T03360	sthe	Streptococcus thermophilus ASCC 1275
T04785	sths	Streptococcus thermophilus S9
T00473	ssa	Streptococcus sanguinis
T00935	ssb	Streptococcus suis BM407 (serotype 2)
T00514	ssu	Streptococcus suis 05ZYH33 (serotype 2)
T00515	ssv	Streptococcus suis 98HAH33 (serotype 2)
T00936	ssi	Streptococcus suis P1/7 (serotype 2)
T00937	sss	Streptococcus suis SC84 (serotype 2)
T02020	ssf	Streptococcus suis A7 (serotype 2)
T02023	ssw	Streptococcus suis GZ1 (serotype 2)
T02214	sup	Streptococcus suis S735 (serotype 2)
T02536	ssus	Streptococcus suis SC070731 (serotype 2)
T01470	sst	Streptococcus suis ST3 (serotype 3)
T03173	ssuy	Streptococcus suis YB51 (serotype 3)
T02021	ssk	Streptococcus suis D12 (serotype 9)
T02022	ssq	Streptococcus suis D9 (serotype 7)
T02024	sui	Streptococcus suis JS14 (serotype 14)
T02025	suo	Streptococcus suis SS12 (serotype 1/2)
T02125	srp	Streptococcus suis ST1 (serotype 1)
T02672	ssut	Streptococcus suis TL13 (serotype 16)
T02891	ssui	Streptococcus suis T15
T00594	sgo	Streptococcus gordonii
T00746	sez	Streptococcus equi subsp. zooepidemicus MGCS10565
T00871	seq	Streptococcus equi subsp. zooepidemicus H70
T02355	sezo	Streptococcus equi subsp. zooepidemicus ATCC 35246
T03306	sequ	Streptococcus equi subsp. zooepidemicus CY
T00877	seu	Streptococcus equi subsp. equi 4047
T00849	sub	Streptococcus uberis
T00932	sds	Streptococcus dysgalactiae subsp. equisimilis GGS_124
T02017	sdg	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394
T02269	sda	Streptococcus dysgalactiae subsp. equisimilis RE378
T02333	sdc	Streptococcus dysgalactiae subsp. equisimilis AC-2713
T02870	sdq	Streptococcus dysgalactiae subsp. equisimilis 167
T01171	sga	Streptococcus gallolyticus UCN34
T01444	sgg	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
T02018	sgt	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
T01173	smb	Streptococcus mitis
T01476	sor	Streptococcus oralis
T01504	stk	Streptococcus parauberis
T01524	stb	Streptococcus pasteurianus
T01545	scp	Streptococcus parasanguinis ATCC 15912
T02115	scf	Streptococcus parasanguinis FW213
T01580	ssr	Streptococcus salivarius CCHSS3
T02088	stf	Streptococcus salivarius 57.I
T02089	stj	Streptococcus salivarius JIM8777
T03511	strs	Streptococcus salivarius NCTC 8618
T04634	ssah	Streptococcus salivarius HSISS4
T01590	std	Streptococcus pseudopneumoniae
T01674	smn	Streptococcus macedonicus
T01765	sif	Streptococcus infantarius
T02156	sie	Streptococcus intermedius JTH08
T02830	sib	Streptococcus intermedius B196
T02831	siu	Streptococcus intermedius C270
T02828	sang	Streptococcus anginosus C1051
T02829	sanc	Streptococcus anginosus C238
T03658	sans	Streptococcus anginosus SA1
T02832	scg	Streptococcus constellatus subsp. pharyngis C1050
T02833	scon	Streptococcus constellatus subsp. pharyngis C232
T02834	scos	Streptococcus constellatus subsp. pharyngis C818
T02649	soi	Streptococcus cristatus
T02686	sik	Streptococcus iniae SF1
T03285	siq	Streptococcus iniae ISET0901
T03286	sio	Streptococcus iniae ISNO
T03674	siz	Streptococcus iniae SFST01-82
T02775	slu	Streptococcus lutetiensis
T02879	sig	Streptococcus sp. I-G2
T02880	sip	Streptococcus sp. I-P16
T03287	stv	Streptococcus sp. VT 162
T05054	spat	Streptococcus pantholopis
T05522	stra	Streptococcus sp. A12
T05541	strn	Streptococcus sp. NPS 308
T05567	ssob	Streptococcus sobrinus
T05916	srq	Streptococcus ruminantium
T00115	lpl	Lactobacillus plantarum WCFS1
T00946	lpj	Lactobacillus plantarum JDM1
T02458	lpt	Lactobacillus plantarum ZJ316
T01324	lps	Lactobacillus plantarum subsp. plantarum ST-III
T02670	lpr	Lactobacillus plantarum subsp. plantarum P-8
T02698	lpz	Lactobacillus plantarum 16
T03680	lpb	Lactobacillus plantarum B21
T00158	ljo	Lactobacillus johnsonii NCC 533
T01120	ljf	Lactobacillus johnsonii FI9785
T01960	ljh	Lactobacillus johnsonii DPC 6026
T02941	ljn	Lactobacillus johnsonii N6.2
T00231	lac	Lactobacillus acidophilus NCFM
T01436	lai	Lactobacillus acidophilus 30SC
T02647	lad	Lactobacillus acidophilus La-14
T03681	laf	Lactobacillus acidophilus FSI4
T00299	lsa	Lactobacillus sakei
T00337	lsl	Lactobacillus salivarius UCC118
T01962	lsi	Lactobacillus salivarius CECT 5713
T03340	lsj	Lactobacillus salivarius JCM1046
T00364	ldb	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842
T00419	lbu	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
T01360	lde	Lactobacillus delbrueckii subsp. bulgaricus ND02
T01957	ldl	Lactobacillus delbrueckii subsp. bulgaricus 2038
T00406	lbr	Lactobacillus brevis ATCC 367
T02528	lbk	Lactobacillus brevis KB290
T00407	lca	Lactobacillus paracasei ATCC 334
T01280	lcz	Lactobacillus paracasei Zhang
T03050	lpq	Lactobacillus paracasei N1115
T02808	lpi	Lactobacillus paracasei subsp. paracasei 8700:2
T04768	lpap	Lactobacillus paracasei subsp. paracasei JCM 8130
T00723	lcb	Lactobacillus casei BL23
T01955	lcs	Lactobacillus casei BD-II
T01956	lce	Lactobacillus casei LC2W
T02337	lcw	Lactobacillus casei W56
T02729	lcl	Lactobacillus casei LOCK919
T03665	lcx	Lactobacillus casei 12A
T00410	lga	Lactobacillus gasseri ATCC 33323
T00535	lre	Lactobacillus reuteri DSM 20016
T00735	lrf	Lactobacillus reuteri JCM 1112
T01551	lru	Lactobacillus reuteri SD2112
T02701	lrt	Lactobacillus reuteri I5007
T02745	lrr	Lactobacillus reuteri TD1
T00625	lhe	Lactobacillus helveticus DPC 4571
T01959	lhl	Lactobacillus helveticus H10
T02217	lhr	Lactobacillus helveticus R0052
T02744	lhv	Lactobacillus helveticus CNRZ32
T03040	lhh	Lactobacillus helveticus H9
T03777	lhd	Lactobacillus helveticus KLDS1.8701
T00699	lfe	Lactobacillus fermentum IFO 3956
T01958	lfr	Lactobacillus fermentum CECT 5716
T02669	lff	Lactobacillus fermentum F-6
T00987	lrh	Lactobacillus rhamnosus GG
T02100	lrg	Lactobacillus rhamnosus GG
T00990	lrl	Lactobacillus rhamnosus Lc 705
T01961	lra	Lactobacillus rhamnosus ATCC 8530
T02730	lro	Lactobacillus rhamnosus LOCK900
T02731	lrc	Lactobacillus rhamnosus LOCK908
T01222	lcr	Lactobacillus crispatus
T01371	lam	Lactobacillus amylovorus GRL 1112
T01954	lay	Lactobacillus amylovorus GRL1118
T01477	lbh	Lactobacillus buchneri NRRL B-30929
T02244	lbn	Lactobacillus buchneri CD034
T01526	lke	Lactobacillus kefiranofaciens
T01626	lrm	Lactobacillus ruminis
T01627	lsn	Lactobacillus sanfranciscensis
T03355	law	Lactobacillus sp. wkB8
T03598	lho	Lactobacillus hokkaidonensis
T03814	lmu	Lactobacillus mucosae
T03976	lae	Lactobacillus acetotolerans
T03990	lgn	Lactobacillus ginsenosidimutans
T03995	lko	Lactobacillus koreensis
T04057	lhi	Lactobacillus heilongjiangensis
T04112	lku	Lactobacillus kunkeei
T04115	lgl	Lactobacillus gallinarum
T04156	lpx	Lactobacillus paraplantarum
T04391	lor	Lactobacillus oris
T04617	lpar	Lactobacillus parabuchneri
T04666	lle	Lactobacillus lindneri
T04675	lpd	Lactobacillus paracollinoides
T04677	lje	Lactobacillus jensenii
T04707	lcu	Lactobacillus curieae
T04712	lct	Lactobacillus crustorum
T04754	lbt	Lactobacillus backii
T04808	lcv	Lactobacillus curvatus
T05031	lah	Lactobacillus amylophilus
T05057	lamy	Lactobacillus amylolyticus
T05198	lagl	Lactobacillus agilis
T05206	lzy	Lactobacillus zymae
T05251	lpg	Lactobacillus pentosus
T05341	lcy	Lactobacillus coryniformis
T05349	laca	Lactobacillus acidipiscis
T05413	lalw	Lactobacillus allii
T05458	lali	Lactobacillus alimentarius
T05840	lpw	Lactobacillus paragasseri
T00409	ppe	Pediococcus pentosaceus ATCC 25745
T02906	ppen	Pediococcus pentosaceus SL4
T01713	pce	Pediococcus claussenii
T04321	pdm	Pediococcus damnosus
T04512	paci	Pediococcus acidilactici
T05337	pio	Pediococcus inopinatus
T00123	efa	Enterococcus faecalis V583
T01881	efl	Enterococcus faecalis 62
T01882	efi	Enterococcus faecalis OG1RF
T02172	efd	Enterococcus faecalis D32
T02399	efs	Enterococcus faecalis Symbioflor 1
T03043	efn	Enterococcus faecalis DENG1
T03320	efq	Enterococcus faecalis ATCC 29212
T02585	ene	Enterococcus faecalis 7L76
T01772	efc	Enterococcus faecium Aus0004
T02788	efau	Enterococcus faecium Aus0085
T02120	efu	Enterococcus faecium DO
T02454	efm	Enterococcus faecium ATCC 8459 = NRRL B-2354
T03257	eft	Enterococcus faecium T110
T02160	ehr	Enterococcus hirae
T02623	ecas	Enterococcus casseliflavus
T02931	emu	Enterococcus mundtii
T04048	edu	Enterococcus durans
T04148	ega	Enterococcus gallinarum
T04218	ess	Enterococcus silesiacus
T05312	eth	Enterococcus thailandicus
T05664	egv	Enterococcus gilvus
T05982	eav	Enterococcus avium
T01492	mps	Melissococcus plutonius ATCC 35311
T01763	mpx	Melissococcus plutonius DAT561
T01640	thl	Tetragenococcus halophilus
T05711	too	Tetragenococcus osmophilus
T05710	tkr	Tetragenococcus koreensis
T04578	vte	Vagococcus teuberi
T04715	vpi	Vagococcus penaei
T05932	vac	Vagococcus sp. CF-49
T05965	vao	Vagococcus sp. MN-17
T00408	ooe	Oenococcus oeni
T05781	oen	Oenococcus sp. UCMA 16435
T05833	osi	Oenococcus sicerae
T00411	lme	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
T01768	lmm	Leuconostoc mesenteroides subsp. mesenteroides J18
T02997	lmk	Leuconostoc mesenteroides KFRI-MG
T00663	lci	Leuconostoc citreum
T01233	lki	Leuconostoc kimchii
T01567	lec	Leuconostoc sp. C2
T02321	lcn	Leuconostoc carnosum
T01267	lgs	Leuconostoc gelidum subsp. gasicomitatum
T02322	lge	Leuconostoc gelidum JB7
T04460	llf	Leuconostoc lactis
T04802	lgc	Leuconostoc garlicum
T05489	lsu	Leuconostoc mesenteroides subsp. suionicum
T01577	wko	Weissella koreensis
T03228	wce	Weissella ceti WS08
T03280	wct	Weissella ceti WS74
T03295	wci	Weissella ceti WS105
T04106	wcb	Weissella cibaria
T04632	wjo	Weissella jogaejeotgali
T05120	wpa	Weissella paramesenteroides
T05951	wcf	Weissella confusa
T01447	aur	Aerococcus urinae ACS-120-V-Col10a
T04528	aun	Aerococcus urinae CCUG36881
T04249	aui	Aerococcus urinaeequi
T04253	asan	Aerococcus sanguinicola
T04262	acg	Aerococcus christensenii
T04270	avs	Aerococcus viridans
T04284	auh	Aerococcus urinaehominis
T05652	abae	Aerococcaceae bacterium ZY16052
T01452	crn	Carnobacterium sp. 17-4
T02342	cml	Carnobacterium maltaromaticum
T02884	caw	Carnobacterium inhibens
T04230	carc	Carnobacterium sp. CP1
T05644	cdj	Carnobacterium divergens
T04573	marr	Marinilactibacillus sp. 15R
T04689	jep	Jeotgalibaca sp. PTS2502
T04733	jda	Jeotgalibaca dankookensis
T05782	jeh	Jeotgalibaca sp. H21T32
T00056	cac	Clostridium acetobutylicum ATCC 824
T01548	cae	Clostridium acetobutylicum DSM 1731
T01864	cay	Clostridium acetobutylicum EA 2018
T00074	cpe	Clostridium perfringens 13
T00378	cpf	Clostridium perfringens ATCC 13124
T00379	cpr	Clostridium perfringens SM101
T00112	ctc	Clostridium tetani E88
T02905	ctet	Clostridium tetani 12124569
T00431	cno	Clostridium novyi
T00533	cbo	Clostridium botulinum A ATCC 3502
T00574	cba	Clostridium botulinum A ATCC 19397
T00575	cbh	Clostridium botulinum A Hall
T00883	cby	Clostridium botulinum A2
T00670	cbl	Clostridium botulinum A3 Loch Maree
T00696	cbk	Clostridium botulinum B Eklund 17B (NRP)
T00671	cbb	Clostridium botulinum B1 Okra
T00895	cbi	Clostridium botulinum Ba4
T01475	cbn	Clostridium botulinum BKT015925
T00767	cbt	Clostridium botulinum E3
T00563	cbf	Clostridium botulinum F Langeland
T01865	cbm	Clostridium botulinum F 230613
T02076	cbj	Clostridium botulinum H04402 065
T00547	cbe	Clostridium beijerinckii NCIMB 8052
T03415	cbz	Clostridium beijerinckii ATCC 35702
T04773	cbei	Clostridium beijerinckii NCIMB 14988
T00564	ckl	Clostridium kluyveri DSM 555
T00832	ckr	Clostridium kluyveri NBRC 12016
T01276	clj	Clostridium ljungdahlii
T01294	ccb	Clostridium cellulovorans
T01565	cls	Clostridium sp. SY8519
T01708	clb	Clostridium sp. BNL1100
T02467	csr	Clostridium saccharoperbutylacetonicum
T02645	cpas	Clostridium pasteurianum BC1
T03753	cpat	Clostridium pasteurianum DSM 525 = ATCC 6013
T03811	cpae	Clostridium pasteurianum DSM 525 = ATCC 6013
T02876	csb	Clostridium saccharobutylicum
T02883	cah	Clostridium autoethanogenum
T03165	clt	Clostridium bornimense
T03506	cbv	Clostridium baratii
T03803	csq	Clostridium scatologenes
T03905	cld	Clostridium sporogenes
T03971	cace	Clostridium aceticum
T03979	cck	Clostridium carboxidivorans
T04197	cbut	Clostridium butyricum
T04331	ctyk	Clostridium tyrobutyricum
T04811	ceu	Clostridium estertheticum
T04957	ctae	Clostridium taeniosporum
T05005	cfm	Clostridium formicaceticum
T05083	cchv	Clostridium chauvoei
T05123	carg	Clostridium argentinense
T05484	cdrk	Clostridium drakei
T05663	cia	Clostridium isatidis
T00551	amt	Alkaliphilus metalliredigens
T00607	aoe	Alkaliphilus oremlandii
T01591	asf	Candidatus Arthromitus sp. SFB-mouse-Japan
T01857	asm	Candidatus Arthromitus sp. SFB-mouse-Yit
T03243	aso	Candidatus Arthromitus sp. SFB-mouse-NL
T01624	asb	Candidatus Arthromitus sp. SFB-rat-Yit
T04493	gfe	Geosporobacter ferrireducens
T05971	hhw	Hathewaya histolytica
T05994	cale	Caloramator sp. E03
T01181	clo	Mageeibacillus indolicus
T05345	fsa	Fastidiosipila sanguinis
T00474	cth	Hungateiclostridium thermocellum ATCC 27405
T01933	ctx	Hungateiclostridium thermocellum DSM 1313
T01661	ccl	Hungateiclostridium clariflavum
T05223	hsc	Hungateiclostridium saccincola
T04437	ruk	Hungateiclostridiaceae bacterium KB18
